Transf,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,2,2,2,2,3,3,3,3
Date,"Bankruptcies, All Sectors, Businesses of All Sizes, 12-Month Cumulative","Bankruptcies, Industry, Businesses of All Sizes, Monthly Cumulative, Calendar Adjusted, SA","Construction Status, Number, Residential, Total (Excluding Mayotte), French Ministry of Ecology, Sustainable Development & Energy (SOeS), Permits","Construction Status, Number, Residential, Total (Whole France), French Ministry of Ecology, Sustainable Development & Energy (SOeS), Permits","FX Indices, Bruegel, Real Effective Exchange Rate Index (REER)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (Broad Group 42)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (EU28)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (IC37)","FX Indices, European Commission, Real Effective Exchange Rate Index (Broad Group 42)","FX Indices, European Commission, Real Effective Exchange Rate Index (EU28)","FX Indices, European Commission, Real Effective Exchange Rate Index (Euro Area)","FX Indices, European Commission, Real Effective Exchange Rate Index (IC37)","FX Spot Rates, Macrobond, FRF per USD, End of Period","Government Benchmarks, Eurostat, Government Bond, 10 Year, Yield","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Assets, Total, EUR","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Assets, Domestic Loans, Total, EUR","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Liabilities, Total, EUR","Consumer Price Index, Total, Index","Consumer Price Index, Food & Non-Alcoholic Beverages, Index","Consumer Price Index, Health, Index","Consumer Price Index, Housing, Water, Electricity, Gas & Other Fuels, Index","Consumer Price Index, Miscellaneous Goods & Services, Index","Consumer Price Index, Recreation & Culture, Index","Consumer Price Index, Transport, Index","Producer Price Index, Industry, Total, Overall Industry, Index, Basic Prices","Industrial Production, Total Industry Excluding Construction, Calendar Adjusted, SA, Index","Industrial Production, Manufacturing, Calendar Adjusted, SA, Index","Metal Production, Crude Steel","Oil & Gas, Total Petroleum Consumption","Business Surveys, Bank of France, Industry, Total, Business Sentiment Indicator, SA, Index, 3 Month Moving Average","Consumer Surveys, DG ECFIN, Consumer Confidence, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Financial Situation over Last 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Unemployment Expectations over Next 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Savings at Present, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Price Trends over Last 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, General Economic Situation over Next 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, General Economic Situation over Last 12 Months, Balance, SA","Economic Surveys, DG ECFIN, Economic Sentiment Indicator, Balance, SA","Monetary Statistics, Monetary Aggregates, M1, Total, EUR","Monetary Statistics, Monetary Aggregates, M2, Total, EUR","Monetary Statistics, Monetary Aggregates, M3, Total, EUR","Domestic Trade, Retail Trade, Total, Constant Prices, SA","Domestic Trade, Vehicle Sales & Registrations, New, Passenger Cars, Total, Calendar Adjusted, SA","Domestic Trade, Vehicle Sales & Registrations, New, Passenger Cars, Total, Calendar Adjusted, SA","Foreign Trade, Export, Calendar Adjusted, SA, EUR","Foreign Trade, Import, Calendar Adjusted, SA, EUR","FX Indices, BIS, Real Effective Exchange Rate Index, Broad","FX Indices, BIS, Real Effective Exchange Rate Index, Narrow","FX Indices, Central Bank of Italy, Competitiveness Indicator (Vis A' Vis 61 Partner Countries), Deflated by PPI, Index","FX Spot Rates, BIS, EUR per USD, Average of Period",1 Month,3 Month,spread,"Unemployment, Rate, Women & Men, Total, France Excluding Overseas Departments, SA"
31/12/2013,62532,457,35100,33219,95.261022,102.013974,99.904369,102.692331,99.166854,98.05398,98.504421,101.077749,4.7599,2.33,7.88E+12,3.95E+12,7.88E+12,99.8,100.1,102.04,98.67,97.93,99.96,101.15,104,99.38,99.25,1188000,1620400,97.739,-16.8,-22.6,36.8,11,39.2,-28.6,-52.1,92.9,8.28E+11,1.65E+12,2.01E+12,97.64,160216,160216,36576000000,41253000000,98.43,98.83,95.63259,0.729759,0.101818182,0.132272727,2.197727273,9.8
31/01/2014,62636,389,29600,29833,95.055244,102.018406,99.739575,102.723745,99.020535,98.227664,98.989741,101.071572,4.8648,2.38,8.04E+12,3.95E+12,8.04E+12,99.24,99.92,101.71,99.62,98.21,99.57,101.4,103.5,97.98,98.3,1461000,1629400,97.911,-16,-23.3,36.4,16.1,35.3,-24.6,-50.8,93.6,8.05E+11,1.61E+12,2.01E+12,96.3,139246,139246,36377000000,42318000000,97.97,98.49,95.38464,0.734749,0.102608696,0.125217391,2.254782609,9.8
28/02/2014,63223,394,29200,28346,95.255486,102.255601,99.73851,102.649438,99.522832,98.419638,99.158421,101.257024,4.75,2.25,8.03E+12,3.92E+12,8.03E+12,99.79,99.75,101.67,99.89,98.68,100.15,101.74,103.3,99.34,99.94,1240000,1732800,98.878,-16.1,-21.6,40.1,13.8,31,-28.2,-53.5,93.1,8.04E+11,1.61E+12,2.02E+12,97.7,144011,144011,36999000000,40155000000,98.34,98.76,95.46719,0.732177,0.1095,0.1335,2.1165,9.8
31/03/2014,63208,377,39200,38924,95.484942,102.952082,99.857311,103.034185,100.088621,98.35214,98.837487,101.471955,4.7597,2.15,7.96E+12,3.94E+12,7.96E+12,100.24,99.93,101.54,99.75,98.82,100.16,101.1,103.1,98.77,99.42,1393000,1662700,97.687,-15.4,-20.9,36.1,14.2,27.1,-25.2,-47.5,93.7,8.13E+11,1.62E+12,2.02E+12,96.24,149025,149025,36095000000,41082000000,99.07,99.13,95.77968,0.723474,0.15952381,0.181428571,1.968571429,9.8
30/04/2014,63322,409,26100,26614,95.051264,102.646856,99.777968,102.772886,99.474988,98.057819,98.66027,100.837034,4.7306,2.03,8.06E+12,3.95E+12,8.06E+12,100.2,99.76,101.46,99.74,98.96,99.83,102.03,102.4,98.96,99.56,1444000,1726100,97.099,-16.3,-22.1,36.3,9.3,23.1,-22.6,-49.2,94,8.13E+11,1.63E+12,2.02E+12,97.7,153220,153220,35876000000,40497000000,98.72,98.78,95.42194,0.723989,0.177272727,0.187272727,1.842727273,9.8
31/05/2014,63063,360,28800,28617,94.651272,102.111645,99.596676,102.362993,98.95762,98.042638,98.851661,100.475536,4.8073,1.84,8.09E+12,3.91E+12,8.09E+12,100.22,100.13,101.31,99.39,98.93,100.55,101.54,101.9,97.1,96.6,1366000,1572600,96.477,-16.6,-21.2,34.9,11.3,26.3,-26.6,-47.3,93.4,8.15E+11,1.63E+12,2.03E+12,98.07,149315,149315,36278000000,40871000000,98.36,98.56,95.1734,0.728267,0.141363636,0.147272727,1.692727273,9.8
30/06/2014,63164,410,35200,33680,94.115155,101.582437,99.40292,101.983237,98.200313,97.66477,98.652499,99.927437,4.7912,1.71,8.00E+12,3.93E+12,8.00E+12,100.18,99.9,101.3,99.31,98.92,99.9,101.92,102,99.01,99.01,1401000,1719800,96.666,-17.3,-21.9,38.7,10.3,24.7,-30.2,-51.4,91.3,8.41E+11,1.65E+12,2.03E+12,97.44,150967,150967,36088000000,41816000000,97.81,98.11,94.93104,0.735712,0.032857143,0.03952381,1.67047619,9.8
31/07/2014,63167,424,39400,39588,93.790952,101.323442,99.290222,101.770567,97.731199,97.683239,98.841145,99.689301,4.9027,1.56,8.10E+12,3.93E+12,8.10E+12,99.86,99.3,101.26,99.32,98.58,100.2,103.05,101.7,100.12,100.11,1441000,1824400,96.702,-16.2,-20.6,44.3,8.9,23.8,-28.6,-50.9,92.5,8.44E+11,1.65E+12,2.05E+12,96.16,146776,146776,36390000000,42211000000,97.22,97.65,94.70953,0.738628,-0.003913043,0.01,1.55,9.866666667
31/08/2014,63169,385,24400,30237,93.498572,101.007226,99.412249,101.580206,97.865008,98.146558,99.174181,99.911322,4.9803,1.41,8.16E+12,3.92E+12,8.16E+12,100.3,98.69,100.9,99.2,99.02,100.3,102.82,101.3,98.47,98.21,1055000,1660800,96.925,-16.1,-19.8,42.4,7.4,18.5,-29.6,-50.5,92,8.43E+11,1.66E+12,2.06E+12,97.47,148130,148130,35741000000,41307000000,97.24,97.85,94.28381,0.751,-0.012380952,-0.001428571,1.411428571,9.933333333
30/09/2014,63345,407,34200,33396,92.701265,100.205107,99.290721,101.016457,96.453082,97.313964,98.388967,98.670784,5.1927,1.35,8.13E+12,3.91E+12,8.13E+12,99.92,99.19,100.84,99.18,98.87,99.45,101.55,101.9,99.1,99.17,1366000,1767400,97.057,-16.9,-17.9,44.3,9.8,12.3,-33.6,-57.4,92.1,8.43E+11,1.65E+12,2.04E+12,96.63,149005,149005,37057000000,41667000000,95.97,96.98,93.60313,0.775198,-0.048636364,-0.042272727,1.392272727,10
31/10/2014,63226,373,34700,34384,92.413384,100.051574,99.241015,100.733583,96.286994,97.364207,98.547428,98.465493,5.236,1.26,8.11E+12,3.87E+12,8.11E+12,99.95,99.58,101.15,99.74,98.76,99.25,101.32,102,97.57,97.92,1480000,1762100,96.145,-17.1,-20.3,38.9,10.6,18,-32.8,-56.8,94.1,8.48E+11,1.65E+12,2.06E+12,97.42,150714,150714,37120000000,41162000000,95.63,96.83,93.18197,0.789121,-0.056086957,-0.042173913,1.302173913,10.03333333
30/11/2014,63266,386,24900,24863,92.473237,100.334927,99.297241,100.833099,96.543224,97.458732,98.571544,98.637083,5.2617,1.14,8.27E+12,3.89E+12,8.27E+12,99.78,99.55,100.98,100.13,98.78,99.24,100.01,102,96.79,96.79,1384000,1513000,95.772,-15.9,-20.8,41.5,11.4,19.3,-28.1,-49.8,94.9,8.60E+11,1.67E+12,2.08E+12,98.16,148907,148907,36831000000,40887000000,95.5,96.88,93.19581,0.801792,-0.0415,-0.025,1.165,10.06666667
31/12/2014,62398,326,34600,32593,92.608868,101.141693,99.328669,101.009365,97.412905,97.650002,98.738843,99.03455,5.4199,0.92,8.18E+12,3.96E+12,8.18E+12,99.86,99.48,101.01,99.83,99.21,99.38,99.79,101,99.5,99.45,1113000,1728300,95.77,-14.2,-17.1,44.5,14.6,14.5,-27.8,-49.9,93.4,8.89E+11,1.71E+12,2.09E+12,98.14,147633,147633,37304000000,41009000000,95.86,97.12,93.47997,0.811005,-0.04173913,-0.03,0.95,10.1
31/01/2015,62697,393,28500,30652,90.504624,99.058427,99.058412,99.089597,95.117267,97.65535,99.227087,97.085563,5.8052,0.67,8.54E+12,3.97E+12,8.54E+12,98.86,99.54,100.9,100.11,99.36,98.65,98.47,100,99.52,99.01,1306000,1642200,96.941,-13.4,-18.2,40.1,9.5,9.7,-21.8,-45.5,93.6,8.83E+11,1.70E+12,2.10E+12,99.27,156134,156134,37302000000,40432000000,93.6,95.46,91.72528,0.860865,-0.128363636,-0.109136364,0.779136364,10.06666667
28/02/2015,62598,428,26700,25949,89.908455,98.158208,98.516013,98.264355,94.385499,97.211888,99.197513,96.496045,5.8457,0.6,8.58E+12,3.94E+12,8.58E+12,99.52,99.74,100.81,100.44,99.55,99.47,99.69,101,100.12,99.37,1283000,1782500,95.869,-11.7,-17.1,37.9,6.5,7,-18,-39.3,95.9,8.79E+11,1.67E+12,2.07E+12,100.42,151933,151933,37886000000,40422000000,92.92,95.01,91.37738,0.881106,-0.11475,-0.1097,0.7097,10.03333333
31/03/2015,63728,420,35000,34051,88.385056,96.391623,98.098238,97.041497,92.671738,96.608468,98.818689,95.202847,6.1072,0.51,8.54E+12,3.92E+12,8.54E+12,100.17,99.97,100.41,100.25,99.73,99.48,100.29,101.1,99.83,99.78,1435000,1691200,97.164,-11.6,-18,26.5,8.7,4.4,-16.3,-37,95.5,8.98E+11,1.69E+12,2.08E+12,95.87,155181,155181,37384000000,42526000000,91.83,94.27,89.96685,0.923022,-0.167227273,-0.155818182,0.665818182,10
30/04/2015,63783,410,30700,28218,88.03551,95.513432,97.991894,96.748228,91.63289,96.2159,98.47005,94.671392,5.8583,0.44,8.55E+12,3.94E+12,8.55E+12,100.28,99.98,100.43,100.3,100.07,99.92,100.86,100.8,99.15,99.42,1313000,1720300,97.515,-10.7,-16.4,34.2,7.8,3.4,-16.1,-34.9,95.6,9.11E+11,1.71E+12,2.13E+12,97.89,154498,154498,38144000000,41293000000,91.22,93.8,89.68348,0.927893,-0.201045455,-0.181681818,0.621681818,10.06666667
31/05/2015,62461,313,26400,25932,88.871558,96.626359,98.057337,97.630189,92.688338,96.225906,98.39518,95.472124,5.9825,0.89,8.48E+12,3.93E+12,8.48E+12,100.52,100.48,100.31,100.06,100.2,100.58,101.2,100.4,100.46,100.89,1445000,1541000,98.629,-11.9,-18.1,35,2.2,1.9,-17.5,-34.8,96.3,9.19E+11,1.71E+12,2.11E+12,97.89,148111,148111,38351000000,42799000000,92.23,94.37,90.50391,0.897068,-0.199428571,-0.185619048,1.075619048,10.13333333
30/06/2015,63339,386,39500,36358,89.285553,97.39587,98.11272,98.148773,93.251956,96.252983,98.362223,95.892766,5.8823,1.2,8.18E+12,3.96E+12,8.18E+12,100.44,100.2,100.02,99.99,100.07,100.32,101.27,100.5,99.99,100.04,1379000,1773300,98.628,-11.2,-16.6,34.7,4.7,3.5,-16.7,-33.5,96.7,9.44E+11,1.73E+12,2.10E+12,97.98,158827,158827,39705000000,42000000000,92.57,94.48,90.95445,0.89187,-0.209954545,-0.187590909,1.387590909,10.2
31/07/2015,63061,359,38600,34485,88.685636,96.965432,97.874656,97.678487,92.436969,95.925066,98.298197,95.261829,5.938,1.11,8.40E+12,4.00E+12,8.40E+12,100.03,99.61,99.76,99.67,99.9,100.66,102.46,100.3,99.08,98.67,1207000,1809700,97.923,-12.5,-18,36.2,3.3,6.8,-20,-37.2,97.3,9.56E+11,1.75E+12,2.14E+12,98.01,160164,160164,38145000000,41672000000,91.72,93.84,90.54766,0.909492,-0.22723913,-0.199417391,1.309417391,10.16666667
31/08/2015,62814,359,28800,29359,89.847099,98.632307,98.059012,98.460926,94.408683,96.494437,98.70861,96.430922,5.8542,1.01,8.34E+12,3.97E+12,8.34E+12,100.35,99.48,99.44,99.77,100.26,100.67,101.01,99.2,100.18,100.3,1037000,1675300,98.019,-11.1,-17.2,32.9,-4.3,6.7,-17.3,-36.2,98.7,9.52E+11,1.75E+12,2.14E+12,99.47,159081,159081,37195000000,40586000000,93.15,94.72,91.35102,0.897978,-0.223857143,-0.2056,1.2156,10.13333333
30/09/2015,62916,378,38300,38816,90.482156,99.494406,98.347929,99.014844,94.81374,96.283773,98.172833,96.476754,5.8763,1,8.18E+12,3.96E+12,8.18E+12,99.95,100.06,99.49,99.88,100.15,100.07,98.72,99.2,101.05,101.17,1250000,1792400,97.946,-9.7,-15.2,28.6,3.6,1.8,-16.4,-31.7,99.2,9.53E+11,1.75E+12,2.11E+12,99.41,161286,161286,37639000000,41507000000,93.48,94.75,92.14981,0.891207,-0.219727273,-0.200590909,1.200590909,10.1
31/10/2015,62063,340,37700,36338,90.034443,99.144621,98.378304,98.885548,94.406073,96.28209,98.138944,96.303449,5.9415,0.87,8.36E+12,3.97E+12,8.36E+12,100.01,100.6,99.56,100,100.05,99.87,99.08,99.4,101.55,100.62,1170000,1664100,98.155,-9.8,-15.4,36.2,4.7,7.2,-15.4,-34,101.9,9.69E+11,1.76E+12,2.15E+12,98.8,160058,160058,37965000000,42107000000,93.23,94.61,91.92679,0.890221,-0.220636364,-0.217318182,1.087318182,10.03333333
30/11/2015,62232,392,34400,32455,88.51031,97.38065,97.914654,97.511539,92.712563,96.02251,98.457754,95.060933,6.2123,0.88,8.42E+12,3.99E+12,8.42E+12,99.82,100.34,99.32,99.89,100.22,100.01,98.27,99.5,99.49,99.81,1180000,1497800,97.285,-8.6,-14.7,23.1,3,8.2,-10.9,-29.2,100.6,9.66E+11,1.76E+12,2.14E+12,97.11,157563,157563,37755000000,41558000000,91.82,93.74,90.67318,0.931577,-0.25147619,-0.291333333,1.171333333,9.966666667
31/12/2015,63011,368,40400,38012,89.52359,98.586096,98.282867,98.154476,94.083088,96.629871,98.703532,95.983468,6.0393,0.93,8.15E+12,4.08E+12,8.15E+12,100.04,100,99.56,99.65,100.44,100.31,98.7,98.4,99.57,100.91,978000,1717000,98.461,-9.3,-16.6,31.2,4.8,9.3,-15.8,-34.1,100.4,9.92E+11,1.79E+12,2.14E+12,99.98,160576,160576,38079000000,41838000000,92.88,94.49,91.22617,0.919451,-0.431652174,-0.362956522,1.292956522,9.9
31/01/2016,62260,389,30200,33177,89.706144,99.597821,98.891716,98.675048,94.744635,97.447175,99.138326,96.289161,6.0625,0.84,8.37E+12,4.06E+12,8.37E+12,99.08,99.86,99.31,99.78,100.75,100.18,97.55,97.3,101.7,102.34,1332000,1564800,100.287,-8.2,-15.1,20.7,0.5,8.4,-13.1,-32.6,102.3,9.85E+11,1.78E+12,2.16E+12,99.3,167178,167178,38480000000,41300000000,92.96,94.43,91.76748,0.92086,-0.420285714,-0.386428571,1.226428571,9.9
29/02/2016,61872,318,33600,36320,90.534946,100.398687,99.259723,99.236603,95.467553,97.832961,99.115558,96.931038,6.0383,0.59,8.42E+12,4.02E+12,8.42E+12,99.33,99.82,99.32,99.64,100.79,100.47,97.34,96.9,100.6,100.79,1317000,1676800,97.729,-10.7,-15.8,30.7,-2,5.6,-19.8,-35.6,102.1,9.84E+11,1.78E+12,2.17E+12,98.4,170293,170293,37265000000,41412000000,93.49,95.02,92.35647,0.9016,-0.366333333,-0.376761905,0.966761905,9.9
31/03/2016,61069,337,36300,33793,90.070027,99.680998,99.231885,98.855552,94.84305,97.550963,98.647781,96.512516,5.7557,0.51,8.29E+12,4.09E+12,8.29E+12,100.02,100.35,99.24,99.62,100.9,100.63,97.72,97.1,100.06,99.54,1128000,1713700,99.204,-12.2,-16.8,25.5,-3.2,3.8,-21.5,-39.8,100.3,9.95E+11,1.80E+12,2.19E+12,98.78,164280,164280,36214000000,40580000000,93.35,94.93,91.81082,0.901115,-0.426956522,-0.426,0.936,9.9
30/04/2016,60432,330,35200,32386,90.261971,100.088682,99.423074,99.247991,95.110216,97.645924,98.538562,96.743384,5.7271,0.51,8.52E+12,4.14E+12,8.52E+12,100.09,100.32,99.07,99.38,101.21,101.07,98.04,96.5,101.17,100.82,966000,1658300,98.956,-12,-16.5,31,-5.7,3.6,-21.2,-36.9,99.7,1.01E+12,1.81E+12,2.22E+12,99.87,167184,167184,37268000000,41084000000,93.6,95.07,91.92517,0.881915,-0.477714286,-0.464095238,0.974095238,9.833333333
31/05/2016,61907,339,35600,33495,90.306631,100.196102,99.278004,99.325125,95.408397,97.593901,98.569591,96.937181,5.8912,0.51,8.61E+12,4.15E+12,8.61E+12,100.5,101.48,98.94,99.7,101.08,101.74,98.6,97,99.9,100.05,1173000,1656500,97.885,-9.2,-15.9,12.2,-3.2,6.1,-13.2,-30,100.8,1.01E+12,1.81E+12,2.22E+12,99.17,160920,160920,37869000000,39776000000,93.91,95.13,91.92639,0.884204,-0.501,-0.503772727,1.013772727,9.766666667
30/06/2016,61052,341,41200,37750,90.089614,99.928698,99.513886,99.034462,95.087338,97.832563,98.586982,96.637308,5.9045,0.39,8.52E+12,4.18E+12,8.52E+12,100.63,100.74,98.87,99.92,101.06,101.69,99.91,97.4,99.16,98.95,1308000,1575300,97.499,-10.8,-14.6,12.5,-1.8,6.8,-19.3,-36.4,98.7,1.03E+12,1.82E+12,2.21E+12,100.04,159706,159706,36576000000,39820000000,93.7,94.93,91.56122,0.890646,-0.535909091,-0.507681818,0.897681818,9.7
31/07/2016,60178,388,43100,35809,89.9151,99.84878,100.37106,99.145928,94.633087,98.559317,98.519658,96.573492,5.867,0.17,8.58E+12,4.12E+12,8.58E+12,100.25,100.87,98.89,99.8,100.95,101.6,100.71,97.5,99.47,99.68,1131000,1676500,97.876,-10.8,-16.6,17.5,-1.5,8.9,-17.8,-33.9,97.9,1.05E+12,1.85E+12,2.25E+12,96.33,155836,155836,37419000000,41368000000,93.15,94.59,91.17419,0.903484,-0.624714286,-0.569142857,0.739142857,9.7
31/08/2016,60096,339,34000,39155,90.133861,100.175859,100.515364,99.386689,95.262706,98.985095,98.802822,97.094147,5.891,0.15,8.61E+12,4.18E+12,8.61E+12,100.58,101.04,98.44,99.71,101.22,101.98,99.71,97.4,101.3,101.65,983000,1696800,98.323,-11,-14.5,22.1,0.7,9.2,-21,-34.9,99.8,1.04E+12,1.84E+12,2.25E+12,98.59,160738,160738,37429000000,42601000000,93.66,95.06,91.39483,0.891965,-0.611782609,-0.58726087,0.73726087,9.7
30/09/2016,59459,328,48600,51010,90.223592,100.279199,100.49757,99.475649,94.906403,98.429984,98.234441,96.664112,5.835,0.18,8.44E+12,4.11E+12,8.44E+12,100.34,100.47,98.49,99.91,101.11,101.38,98.83,97.7,99.98,100.27,1281000,1733000,98.222,-9.7,-14.5,19.3,-2.8,12.4,-16,-32.8,100.1,1.03E+12,1.83E+12,2.22E+12,97.88,167119,167119,37227000000,41390000000,93.45,94.86,91.36385,0.891907,-0.617545455,-0.612181818,0.792181818,9.7
31/10/2016,59277,333,41200,41517,90.030156,100.169669,101.178989,99.627117,94.566058,98.888434,98.026541,96.56366,5.9826,0.33,8.61E+12,4.16E+12,8.61E+12,100.37,100.4,98.61,100.09,100.97,100.72,99.49,98.4,99.81,99.34,1337000,1662100,98.041,-9.7,-15,26.4,-5.3,10.8,-15.4,-34.6,99.8,1.03E+12,1.83E+12,2.24E+12,99.81,163804,163804,36653000000,41613000000,93.14,94.72,91.26273,0.907036,-0.687,-0.690666667,1.020666667,9.7
30/11/2016,59000,345,38600,39459,89.699054,99.945298,100.895504,99.356651,94.491362,98.932634,98.498183,96.525,6.1796,0.67,8.69E+12,4.20E+12,8.69E+12,100.35,100.57,98.41,100.33,101.16,100.49,99.31,99,102.41,102.54,1314000,1559800,100.681,-8.1,-15.6,18.6,-2.2,10.2,-9.3,-27.7,101.5,1.05E+12,1.85E+12,2.26E+12,97.97,170956,170956,38331000000,43113000000,93.02,94.59,90.68944,0.926326,-0.693227273,-0.724,1.394,9.7
31/12/2016,58041,323,45500,45370,89.175887,99.297547,100.515801,99.062431,93.890427,98.365154,98.271827,96.186782,6.2162,0.75,8.33E+12,4.23E+12,8.33E+12,100.65,100.73,98.37,100.73,101.35,100.12,100.45,99.8,100.81,100.96,1143000,1654200,101.351,-7.7,-14.7,16.1,-7,13.9,-9.2,-28.4,103.9,1.08E+12,1.88E+12,2.27E+12,98.95,174861,174861,40866000000,43590000000,92.54,94.19,90.22742,0.948636,-1.044545455,-0.873045455,1.623045455,9.7
31/01/2017,57886,337,33400,38276,89.331507,99.539818,100.663194,99.463285,94.090371,98.986465,98.912933,96.634436,6.0677,0.86,8.56E+12,4.24E+12,8.56E+12,100.41,101.23,98.44,101.56,101.63,100.31,101.66,100.7,101.18,100.18,1332000,1736900,101.858,-8.2,-14.9,10.1,-3.1,18.2,-10.6,-27.7,102.5,1.07E+12,1.87E+12,2.29E+12,99.53,170474,170474,37195000000,44681000000,92.47,94.25,90.00128,0.942206,-0.643636364,-0.629818182,1.489818182,9.566666667
28/02/2017,57322,344,34200,36798,88.808761,99.104466,100.48264,99.095933,93.515501,98.370335,98.443023,95.966138,6.1722,1.03,8.67E+12,4.29E+12,8.67E+12,100.53,101.51,98.46,101.58,101.83,100.44,102.04,100.5,100.32,101.06,1239000,1704300,103.642,-8.8,-15.5,15.6,0.1,16.9,-13,-27.7,103.6,1.08E+12,1.89E+12,2.30E+12,99.5,167902,167902,38184000000,43659000000,91.94,93.77,89.64535,0.939664,-0.60905,-0.6485,1.6785,9.433333333
31/03/2017,57204,325,46300,41449,89.016636,99.421163,100.698202,99.380606,94.073335,98.720915,98.492174,96.476201,6.0681,1.02,8.63E+12,4.38E+12,8.63E+12,101.17,101.17,98.39,101.74,102.14,100.73,101.5,100,101.45,102.71,1332000,1708100,103.912,-8.9,-14.2,13,1.8,17.2,-13.7,-28.1,103,1.10E+12,1.91E+12,2.34E+12,100.09,168241,168241,39296000000,44026000000,92.61,94.33,89.61269,0.936016,-0.815347826,-0.694695652,1.714695652,9.3
30/04/2017,56443,328,34500,34747,88.732108,99.199615,100.39866,99.11439,93.499705,97.938796,97.939513,95.797174,6.0237,0.88,8.76E+12,4.38E+12,8.76E+12,101.26,101.09,98.25,101.68,102.16,101.11,102.39,99.7,101.45,101.88,1264000,1623700,104.802,-8,-13.4,9.1,1.4,15.1,-12.1,-27.5,104.3,1.15E+12,1.96E+12,2.36E+12,99.64,171999,171999,38153000000,43299000000,92.21,93.87,89.69269,0.932703,-0.54215,-0.55355,1.43355,9.233333333
31/05/2017,56430,352,39500,40039,89.721887,100.587377,100.504711,100.197259,94.812757,98.115026,98.103367,96.87352,5.832,0.81,8.74E+12,4.39E+12,8.74E+12,101.31,101.89,98.57,101.31,102.41,101.73,101.2,99.1,103.62,104.13,1425000,1668600,105.513,-6.9,-12,9.5,4.3,11.7,-9.5,-28.4,105.5,1.15E+12,1.95E+12,2.36E+12,100.15,173668,173668,40881000000,44663000000,93.26,94.67,90.47357,0.904505,-0.578565217,-0.583956522,1.393956522,9.166666667
30/06/2017,55770,323,46200,44732,90.393268,101.202954,100.844887,100.63731,95.266684,98.34974,97.96966,97.234364,5.7506,0.66,8.53E+12,4.39E+12,8.53E+12,101.32,101.57,98.86,101.2,102.31,101.85,101.17,98.8,102.11,102.81,1325000,1745800,103.195,-1.8,-9.2,0.6,4.5,10.1,6.7,-16.3,107.4,1.17E+12,1.98E+12,2.37E+12,98.9,165651,165651,38956000000,43346000000,93.65,95,90.74581,0.890555,-0.647454545,-0.600590909,1.260590909,9.1
31/07/2017,55540,330,49300,47855,91.078134,102.194851,100.935595,101.398137,95.808009,98.220134,97.79032,97.72683,5.5624,0.84,8.66E+12,4.46E+12,8.66E+12,100.97,101.62,98.95,100.8,102.08,102.22,102.45,98.9,102.87,103.54,1362000,1727600,105.013,-3.6,-9.9,5.5,6.7,9.5,3.8,-15.8,107.4,1.19E+12,1.99E+12,2.40E+12,100.46,171073,171073,39445000000,45196000000,94.02,95.09,91.47995,0.868839,-0.597952381,-0.592666667,1.432666667,9.166666667
31/08/2017,55575,340,36000,45425,91.867298,103.137035,101.319836,102.253489,97.048891,98.912886,98.099683,98.878012,5.5181,0.71,8.69E+12,4.47E+12,8.69E+12,101.49,101.68,98.55,101.09,102.29,102.47,102.73,99.4,102.92,103.49,1135000,1711700,104.127,-5.5,-11,4,8.4,7.8,-3,-16.1,108.7,1.18E+12,2.01E+12,2.42E+12,99.48,178429,178429,39442000000,44234000000,95.02,96.04,92.03518,0.84701,-0.618565217,-0.626782609,1.336782609,9.233333333
30/09/2017,54922,303,49400,49330,91.82585,103.072808,101.087984,102.348218,96.584102,98.222593,97.640833,98.44989,5.5474,0.7,8.56E+12,4.44E+12,8.56E+12,101.33,101.6,98.72,101.24,102.18,101.8,101.56,99.8,103.86,104.18,1322000,1847000,103.23,-6.7,-13.3,11.3,2.6,8.7,-3.2,-14.5,109.8,1.18E+12,2.00E+12,2.40E+12,103.07,178006,178006,40697000000,44506000000,94.71,95.84,92.082,0.839346,-0.674809524,-0.612619048,1.312619048,9.3
31/10/2017,54728,325,43000,47129,91.772922,102.964017,101.031107,102.374,96.430264,98.215824,97.73664,98.467016,5.6294,0.81,8.79E+12,4.52E+12,8.79E+12,101.43,102.07,98.91,101.57,101.98,101.27,102.05,100,104.38,105.6,1356000,1622400,105.55,-6.9,-12.9,15.2,-3.9,12.3,-2.3,-12.9,108.6,1.18E+12,2.00E+12,2.41E+12,98.18,178382,178382,39911000000,44857000000,94.57,95.78,91.67734,0.850666,-0.615,-0.657136364,1.467136364,9.066666667
