Transf,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,2,2,2,2,3,3,3,3
Date,"Bankruptcies, All Sectors, Businesses of All Sizes, 12-Month Cumulative","Bankruptcies, Industry, Businesses of All Sizes, Monthly Cumulative, Calendar Adjusted, SA","Construction Status, Number, Residential, Total (Excluding Mayotte), French Ministry of Ecology, Sustainable Development & Energy (SOeS), Permits","Construction Status, Number, Residential, Total (Whole France), French Ministry of Ecology, Sustainable Development & Energy (SOeS), Permits","FX Indices, Bruegel, Real Effective Exchange Rate Index (REER)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (Broad Group 42)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (EU28)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (IC37)","FX Indices, European Commission, Real Effective Exchange Rate Index (Broad Group 42)","FX Indices, European Commission, Real Effective Exchange Rate Index (EU28)","FX Indices, European Commission, Real Effective Exchange Rate Index (Euro Area)","FX Indices, European Commission, Real Effective Exchange Rate Index (IC37)","FX Spot Rates, Macrobond, FRF per USD, End of Period","Government Benchmarks, Eurostat, Government Bond, 10 Year, Yield","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Assets, Total, EUR","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Assets, Domestic Loans, Total, EUR","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Liabilities, Total, EUR","Consumer Price Index, Total, Index","Consumer Price Index, Food & Non-Alcoholic Beverages, Index","Consumer Price Index, Health, Index","Consumer Price Index, Housing, Water, Electricity, Gas & Other Fuels, Index","Consumer Price Index, Miscellaneous Goods & Services, Index","Consumer Price Index, Recreation & Culture, Index","Consumer Price Index, Transport, Index","Producer Price Index, Industry, Total, Overall Industry, Index, Basic Prices","Industrial Production, Total Industry Excluding Construction, Calendar Adjusted, SA, Index","Industrial Production, Manufacturing, Calendar Adjusted, SA, Index","Metal Production, Crude Steel","Oil & Gas, Total Petroleum Consumption","Business Surveys, Bank of France, Industry, Total, Business Sentiment Indicator, SA, Index, 3 Month Moving Average","Consumer Surveys, DG ECFIN, Consumer Confidence, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Financial Situation over Last 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Unemployment Expectations over Next 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Savings at Present, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Price Trends over Last 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, General Economic Situation over Next 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, General Economic Situation over Last 12 Months, Balance, SA","Economic Surveys, DG ECFIN, Economic Sentiment Indicator, Balance, SA","Monetary Statistics, Monetary Aggregates, M1, Total, EUR","Monetary Statistics, Monetary Aggregates, M2, Total, EUR","Monetary Statistics, Monetary Aggregates, M3, Total, EUR","Domestic Trade, Retail Trade, Total, Constant Prices, SA","Domestic Trade, Vehicle Sales & Registrations, New, Passenger Cars, Total, Calendar Adjusted, SA","Domestic Trade, Vehicle Sales & Registrations, New, Passenger Cars, Total, Calendar Adjusted, SA","Foreign Trade, Export, Calendar Adjusted, SA, EUR","Foreign Trade, Import, Calendar Adjusted, SA, EUR","FX Indices, BIS, Real Effective Exchange Rate Index, Broad","FX Indices, BIS, Real Effective Exchange Rate Index, Narrow","FX Indices, Central Bank of Italy, Competitiveness Indicator (Vis A' Vis 61 Partner Countries), Deflated by PPI, Index","FX Spot Rates, BIS, EUR per USD, Average of Period",1 Month,3 Month,spread,"Unemployment, Rate, Women & Men, Total, France Excluding Overseas Departments, SA"
31/01/1995,60665,583,28007,27460.804,101.835111,88.135729,95.462983,91.627684,105.927278,104.324913,103.7744,104.335471,5.2583,8.23,2.70E+12,1.57E+12,2.70E+12,74.52,72.18,98.35,61.71,67.42,109.25,66.77,79,93.62,94.18,1596000,1967000,111.865,-4.3,-9.4,30.9,59,2.7,-7.8,-36.6,112.7,2.57E+11,5.36E+11,7.84E+11,80.38,162598,162598,17770000000,17132000000,108.79,104.63,106.99396,0.807678,5.612727273,5.846363636,2.383636364,9.966666667
28/02/1995,60428,598,26630,26110.658,102.144171,88.584015,95.604985,91.944208,106.093129,104.253632,103.40121,104.471834,5.1474,8.01,2.72E+12,1.58E+12,2.72E+12,74.75,72.15,98.55,61.9,67.42,109.48,67.11,79.2,92.98,94.57,1480000,1915000,109.622,-4.8,-10.2,22.5,58.5,6.5,-8.6,-35,110.6,2.51E+11,5.32E+11,7.91E+11,79.31,161853,161853,18106000000,17292000000,109.05,104.82,106.7389,0.796401,5.645,5.847,2.163,9.933333333
31/03/1995,60127,604,28635,28076.557,104.279569,90.516433,97.093153,93.573747,108.018747,105.633338,104.291649,106.064865,4.796,8.02,2.74E+12,1.58E+12,2.74E+12,74.98,72.35,99.27,61.94,67.41,109.29,66.98,79.3,93.77,93.94,1638000,2020000,105.887,-6,-11.2,17.3,57.6,4.8,-11.6,-37.7,109.5,2.50E+11,5.39E+11,7.93E+11,79.35,155440,155440,17787000000,16735000000,110.9,106.34,108.66343,0.759704,8.05173913,8.066956522,-0.046956522,9.9
30/04/1995,59802,597,27107,26578.356,105.277268,91.762122,98.627961,94.643209,109.092664,107.128211,105.624569,107.017516,4.9078,7.82,2.73E+12,1.58E+12,2.73E+12,75.07,72.48,99.35,62.03,67.54,109.18,67.08,79.3,93.81,94.3,1587000,1853000,104.062,-6.1,-10.8,12.7,54.1,1.9,-13.1,-38,109.3,2.56E+11,5.49E+11,8.02E+11,79.02,161290,161290,17937000000,16983000000,111.94,107.31,109.48725,0.739048,8.0625,7.8915,-0.0715,9.833333333
31/05/1995,59212,603,26700,26179.293,102.644609,89.580515,96.395397,92.490487,106.193427,104.581238,103.1435,104.423237,4.9708,7.52,2.74E+12,1.59E+12,2.74E+12,75.18,72.84,99.41,62.11,67.52,109.12,67.16,79.5,93.35,93.6,1625000,1782000,104.712,-2.9,-10.5,-0.9,55.9,-3.1,-3.8,-38.3,109.4,2.49E+11,5.42E+11,8.01E+11,79.85,158173,158173,18109000000,17372000000,109.37,104.99,106.60568,0.759435,7.92,7.62826087,-0.10826087,9.766666667
30/06/1995,58686,607,34024,33360.46,103.452764,90.463698,97.23487,93.428701,106.898558,105.288032,103.735286,105.253782,4.8475,7.45,2.76E+12,1.59E+12,2.76E+12,75.18,72.65,99.51,62.13,67.53,109.29,67.3,79.5,93.96,94.35,1656000,1866000,103.975,-1.3,-9.9,-2.8,61.1,-1,0.8,-34.3,107.8,2.60E+11,5.54E+11,8.13E+11,84.14,243954,243954,19124000000,18049000000,109.98,105.62,107.71687,0.749497,7.501363636,7.290454545,0.159545455,9.7
31/07/1995,58476,621,27117,26588.161,104.423005,91.587041,98.094959,94.6462,107.923242,106.053098,104.159496,106.430761,4.7743,7.43,2.74E+12,1.59E+12,2.74E+12,75.04,72.25,99.49,62.18,67.57,109.13,67.56,79.7,94.41,94.8,1570000,1952000,101.697,-3.3,-9,-1,57.5,-2.2,-5.6,-33.3,106.6,2.62E+11,5.58E+11,8.20E+11,79.74,138577,138577,17501000000,17332000000,110.96,106.52,109.28408,0.736831,6.718571429,6.514285714,0.915714286,9.633333333
31/08/1995,58605,608,22605,22164.154,104.071806,91.213753,97.8707,94.452968,107.689382,106.172457,104.663623,106.516284,5.0463,7.33,2.76E+12,1.58E+12,2.76E+12,75.4,71.76,99.5,62.7,67.97,109,68.19,79.8,93.83,94.04,1312000,1803000,94.657,-3.3,-9,-1,57.8,-2.6,-5.4,-33.2,103.2,2.54E+11,5.53E+11,8.19E+11,74.61,153403,153403,17593000000,16450000000,110.92,106.68,108.62333,0.757735,6.09826087,6.02,1.31,9.566666667
30/09/1995,58499,618,28412,27857.906,103.329232,90.915669,97.487112,94.222719,107.278302,105.849864,104.619049,106.276907,4.9102,7.35,2.80E+12,1.60E+12,2.80E+12,75.67,71.74,99.54,62.92,68.18,109.42,68.36,79.8,93.98,94.63,1588000,1906000,93.237,-8.7,-10.1,8.3,50.5,12.6,-21.9,-40.8,98.2,2.60E+11,5.58E+11,8.22E+11,80.16,147396,147396,17781000000,17193000000,110.52,106.47,107.89844,0.768822,5.995714286,6.014761905,1.335238095,9.5
31/10/1995,58803,595,27397,26862.7,103.760357,91.244041,97.166295,94.475904,107.618971,105.616099,104.160128,106.580712,4.8929,7.48,2.79E+12,1.62E+12,2.79E+12,75.75,71.79,99.71,63.01,68.29,109.83,68.22,79.7,92.17,93.52,1564000,1888000,93.409,-11.6,-13.6,23.4,39.7,15,-26.8,-46.1,95.1,2.55E+11,5.53E+11,8.13E+11,78.56,146950,146950,17587000000,17268000000,110.75,106.59,108.23055,0.753257,6.911363636,6.912727273,0.567272727,9.533333333
30/11/1995,59070,596,24840,24355.567,105.048692,92.478216,98.262832,95.767489,108.946712,106.739681,105.117438,107.978406,4.9795,7.03,2.84E+12,1.65E+12,2.84E+12,75.81,72.1,99.76,63.1,68.32,109.73,68.27,79.7,92.13,92.6,1392000,1976000,91.165,-11.8,-12.2,30.9,41.3,9.8,-27.2,-47.9,92,2.56E+11,5.51E+11,8.13E+11,80.21,155443,155443,18075000000,17080000000,112.01,107.82,109.47171,0.745034,5.887727273,5.896818182,1.133181818,9.566666667
31/12/1995,58946,646,28054,27506.887,104.095706,92.02677,98.027156,95.332461,108.180865,106.288683,104.74655,107.324148,4.8904,6.75,2.86E+12,1.66E+12,2.86E+12,75.88,72.25,99.78,63.27,68.39,109.95,68.23,79.6,94.09,94.91,1093000,2050000,90,-13.9,-13.2,46.7,39.3,8.2,-30.2,-51.7,88.4,2.93E+11,5.90E+11,8.41E+11,78.87,148169,148169,17956000000,17223000000,111.25,107.14,108.38007,0.757018,5.410952381,5.497619048,1.252380952,9.6
31/01/1996,58520,564,25244,24751.688,103.992052,92.143747,98.063909,95.483727,107.97133,106.168433,104.623994,107.216327,5.1077,6.44,2.87E+12,1.67E+12,2.87E+12,75.97,72.53,99.86,63.51,68.62,110.51,68.61,79.6,93.25,93.9,1357000,1991000,94.749,-11.5,-13.2,42.4,44.4,13.1,-25.8,-48.9,88.7,2.72E+11,5.73E+11,8.31E+11,82.53,190898,190898,18477000000,17555000000,110.88,106.95,107.78494,0.763101,4.555217391,4.624782609,1.815217391,9.7
29/02/1996,58659,605,27501,26964.672,103.287727,91.680327,97.568552,95.008555,107.319726,105.539539,103.996908,106.644587,5.0383,6.59,2.90E+12,1.67E+12,2.90E+12,76.26,72.71,100.1,63.73,68.73,110.98,68.96,79.7,93.53,93.19,1302000,2181000,94.533,-12,-13.6,46.5,40.5,12.6,-26.6,-51.6,88.8,2.63E+11,5.60E+11,8.25E+11,80.55,179844,179844,18174000000,17386000000,110.24,106.33,107.13909,0.768441,4.251428571,4.367619048,2.222380952,9.8
31/03/1996,58226,585,29233,28662.894,103.302688,91.698038,97.642842,95.015903,107.51021,105.866729,104.433199,106.857148,5.035,6.64,2.91E+12,1.67E+12,2.91E+12,76.75,73.43,100.2,63.9,68.97,110.63,69.44,79.6,94.18,94.19,1547000,1978000,95.577,-12.7,-16.7,49.6,41.3,12.4,-27.1,-49.8,89.6,2.68E+11,5.60E+11,8.28E+11,80.06,174369,174369,18689000000,17534000000,110.56,106.66,106.80782,0.771261,4.112380952,4.20952381,2.43047619,9.9
30/04/1996,58723,641,24026,23557.442,102.982032,91.836825,97.969889,95.213193,107.302275,106.025971,104.840407,106.768664,5.1771,6.5,2.92E+12,1.67E+12,2.92E+12,76.84,73.36,100.38,64.02,69.08,110.49,69.69,79.4,93.26,93.67,1499000,1917000,99.115,-14.8,-16.9,47.3,44.7,13.9,-33.4,-54.2,89.5,2.68E+11,5.59E+11,8.26E+11,79.34,166452,166452,18227000000,17568000000,110.28,106.52,106.25894,0.778911,3.91,3.939090909,2.560909091,10
31/05/1996,58820,618,23688,23226.034,102.127339,91.162334,97.504212,94.533303,106.471978,105.538112,104.579354,106.003878,5.1765,6.46,2.90E+12,1.66E+12,2.90E+12,77,73.88,100.43,63.98,69.05,110.96,69.88,79.3,95.11,95.2,1510000,1808000,96.676,-14.9,-17,41,46.1,12.3,-33.5,-54.9,85.7,2.64E+11,5.55E+11,8.25E+11,79.68,171265,171265,18297000000,17255000000,109.6,105.92,105.25719,0.791132,3.823478261,3.823478261,2.636521739,10.1
30/06/1996,58778,661,29839,29257.076,102.101239,91.278255,97.184784,94.605273,106.34925,104.97221,104.264666,105.868371,5.1481,6.55,2.91E+12,1.66E+12,2.91E+12,76.91,73.44,100.55,63.95,69.06,110.77,69.89,79.2,94.35,94.73,1471000,1819000,97.546,-14.4,-17.6,37.1,49.5,12.2,-32.1,-54.9,86.2,2.78E+11,5.65E+11,8.28E+11,81.17,199162,199162,18544000000,17667000000,109.39,105.68,105.59452,0.789194,3.8215,3.8965,2.6535,10.2
31/07/1996,59392,609,27777,27235.289,102.702233,92.057394,97.644207,95.320385,106.964514,105.229208,104.278899,106.398111,4.9977,6.44,2.91E+12,1.64E+12,2.91E+12,76.77,73.31,100.58,64,69.09,110.79,70.03,79.2,92.69,92.82,1597000,1977000,92.905,-13.5,-15.6,55.9,47.2,5.4,-32.1,-56.6,85.6,2.73E+11,5.64E+11,8.24E+11,80.03,164881,164881,18452000000,17625000000,109.94,106.08,106.54469,0.776489,3.707391304,3.756521739,2.683478261,10.2
31/08/1996,59392,587,21727,21303.277,102.085998,91.96209,97.365093,95.123846,106.437361,104.593362,103.424794,105.790215,5.0561,6.34,2.95E+12,1.67E+12,2.95E+12,76.62,72.29,100.6,64.1,69.15,110.5,69.77,79.2,94.75,95.5,1203000,1838000,97.094,-13.8,-16,54.2,48.4,1.7,-32.5,-56.7,86.8,2.69E+11,5.62E+11,8.24E+11,84.22,194879,194879,18618000000,17007000000,109.29,105.39,106.20209,0.771632,3.725,3.909545455,2.430454545,10.2
30/09/1996,59406,583,29771,29190.402,101.543165,91.532392,96.930713,94.709208,105.883005,104.094562,103.377845,105.268053,5.1613,6.23,3.00E+12,1.70E+12,3.00E+12,76.85,72.48,100.61,64.51,69.16,110.6,69.98,79.1,94.84,95.14,1473000,1928000,97.752,-14,-15.6,52.6,49.8,-5.4,-33.2,-57,88.2,2.72E+11,5.63E+11,8.26E+11,84.39,247003,247003,18646000000,17839000000,108.76,105.02,105.11704,0.781802,3.55952381,3.654761905,2.575238095,10.2
31/10/1996,59853,597,28386,27832.413,101.41719,91.55749,96.855967,94.76867,105.950129,104.147926,104.004276,105.370838,5.1082,5.97,2.97E+12,1.70E+12,2.97E+12,77.05,72.61,100.71,64.81,69.17,110.59,70.59,79,93.86,94.21,1625000,1988000,99.114,-13.9,-16,54.8,52.6,-2,-32.7,-57.1,89.9,2.66E+11,5.58E+11,8.14E+11,78.28,180671,180671,18970000000,17780000000,108.82,105.15,104.57219,0.787734,3.410869565,3.402173913,2.567826087,10.2
30/11/1996,59361,611,25364,24869.348,101.336179,91.580211,96.345358,94.728468,105.74841,103.432711,103.813288,105.12702,5.2226,5.83,2.99E+12,1.69E+12,2.99E+12,76.98,72.96,100.63,64.87,69.18,110.49,70.03,78.9,95.03,95.43,1608000,1878000,96.537,-13.5,-15.5,56.9,52.2,-1,-32,-54.9,90.8,2.71E+11,5.62E+11,8.13E+11,79.95,134947,134947,18010000000,17766000000,108.64,104.9,104.52576,0.77997,3.34952381,3.368095238,2.461904762,10.2
31/12/1996,59760,608,31124,30517.016,100.431085,90.926959,95.935327,94.12075,104.877709,102.862432,103.58333,104.365246,5.1987,5.74,2.95E+12,1.67E+12,2.95E+12,77.14,73.25,100.7,65.02,69.23,110.57,70.18,78.8,95.19,95.34,1440000,2021000,100.32,-11.7,-14.9,44,50.3,-1.5,-26.8,-51.1,92.6,2.94E+11,5.89E+11,8.18E+11,78.29,143741,143741,20240000000,18688000000,107.79,104.18,103.59519,0.799173,3.300909091,3.339090909,2.400909091,10.2
31/01/1997,60111,580,24698,24216.336,99.27083,90.121187,95.447655,93.413459,103.744391,102.176533,103.236459,103.385266,5.5277,5.68,3.00E+12,1.70E+12,3.00E+12,77.31,74.45,100.71,65.25,69.38,110.73,70.38,78.9,94.33,94.4,1481000,2175000,101.075,-11.5,-13.8,47.9,49.1,5.5,-26.8,-50.3,94.8,2.74E+11,5.74E+11,8.17E+11,77.86,127109,127109,19858000000,18535000000,106.56,103.2,102.33919,0.825083,3.265217391,3.247391304,2.432608696,10.23333333
28/02/1997,60041,664,22438,22000.411,97.921956,89.468016,95.605244,92.928604,102.76972,102.056424,103.524122,102.644502,5.6973,5.46,2.99E+12,1.67E+12,2.99E+12,77.47,73.75,100.65,65.23,69.71,111.15,70.51,78.9,95.09,96.09,1521000,2148000,103.451,-11.2,-14.1,40,50.2,2.6,-26.3,-47.8,95.8,2.66E+11,5.66E+11,8.13E+11,79.14,145640,145640,20120000000,18615000000,105.56,102.56,101.32398,0.862063,3.2455,3.2325,2.2275,10.26666667
31/03/1997,60041,564,26181,25670.415,97.469478,89.557809,95.990184,92.988851,102.689535,102.312209,103.975482,102.518554,5.6285,5.65,2.99E+12,1.69E+12,2.99E+12,77.53,73.36,100.68,65.13,69.81,110.75,70.54,78.8,95.41,97.14,1693000,1808000,103.699,-12.4,-14.9,51.3,50.7,1.1,-28.3,-50.4,96,2.75E+11,5.76E+11,8.28E+11,79.51,142521,142521,20901000000,18695000000,105.45,102.59,101.06822,0.872549,3.222380952,3.223333333,2.426666667,10.3
30/04/1997,60183,554,23117,22666.169,96.997966,89.22922,95.491366,92.685477,101.993855,101.649407,103.820609,101.873392,5.8364,5.8,3.00E+12,1.69E+12,3.00E+12,77.56,73.57,100.8,64.93,69.9,110.54,70.51,78.9,98.76,100.03,1722000,1921000,109.658,-12.8,-15,47.1,47,-0.3,-30.7,-48.3,95.4,2.74E+11,5.77E+11,8.28E+11,80.49,143542,143542,21131000000,19116000000,104.91,102.15,100.57078,0.878488,3.266363636,3.301363636,2.498636364,10.33333333
31/05/1997,60269,594,22736,22292.6,96.77941,89.085314,95.530102,92.453946,101.656259,101.493672,103.61143,101.456132,5.7615,5.69,3.04E+12,1.70E+12,3.04E+12,77.67,74.21,100.87,64.82,69.92,111.21,70.3,79,96.92,97.84,1791000,1719000,104.023,-12.2,-15.5,36.8,48.2,-0.8,-29.2,-50.5,97.4,2.73E+11,5.76E+11,8.34E+11,79.73,135733,135733,21209000000,19180000000,104.68,101.85,100.19336,0.875522,3.289090909,3.395909091,2.294090909,10.36666667
30/06/1997,60508,587,31872,31250.428,95.744232,88.301544,95.034512,91.635498,100.591508,100.852699,103.330206,100.417627,5.8709,5.65,3.09E+12,1.73E+12,3.09E+12,77.65,74.21,101.04,64.77,69.91,111.07,70.24,78.9,97.64,98.6,1742000,1885000,105.846,-7.2,-13,17.3,47.7,-3.9,-14.3,-45.1,101.7,2.86E+11,5.89E+11,8.47E+11,79.7,137908,137908,21543000000,19292000000,103.65,100.88,99.48619,0.888732,3.290952381,3.351428571,2.298571429,10.4
31/07/1997,60346,563,27314,26781.319,94.086221,86.892117,93.958501,90.27403,98.719244,99.496458,102.728922,98.674463,6.1925,5.47,3.13E+12,1.71E+12,3.13E+12,77.55,74.44,101.11,64.81,69.89,110.88,70.39,79,97.82,98.72,1751000,2085000,106.233,-6.2,-11.5,31.2,49.4,-8.6,-11.9,-41.5,102.3,2.90E+11,5.97E+11,8.48E+11,80.5,144127,144127,21743000000,19526000000,101.89,99.13,98.04422,0.921411,3.284347826,3.324347826,2.145652174,10.36666667
31/08/1997,60168,543,23811,23346.635,93.623076,86.721512,94.379463,90.220672,98.555074,100.029641,103.211753,98.648687,6.0655,5.58,3.12E+12,1.70E+12,3.12E+12,77.75,74.27,101.11,65.01,69.99,110.58,70.7,79.1,101.6,102.9,1423000,1802000,110.753,-5.7,-11.2,31.2,49.3,-8.2,-10.8,-40.9,103.7,2.88E+11,5.98E+11,8.42E+11,80.88,139909,139909,21498000000,19645000000,101.78,99.09,97.56733,0.945944,3.296190476,3.366666667,2.213333333,10.33333333
30/09/1997,60105,555,27673,27133.318,95.273662,88.110589,95.115679,91.575581,99.997614,100.760614,103.574461,99.978067,5.9322,5.52,3.15E+12,1.72E+12,3.15E+12,77.89,74.54,101.12,65.05,70.01,110.46,70.73,79.1,99.23,100.52,1634000,2007000,111.023,-5.1,-9,19.7,47.7,-11.6,-10.5,-35.2,105.3,2.91E+11,5.98E+11,8.40E+11,80.75,149648,149648,22099000000,20347000000,103.26,100.32,98.96777,0.91696,3.284545455,3.309545455,2.210454545,10.3
31/10/1997,59638,542,29096,28528.566,96.195201,88.891841,95.422928,92.295446,100.603343,100.915318,103.791734,100.466968,5.756,5.59,3.17E+12,1.74E+12,3.17E+12,77.85,74.73,101.18,65.27,70.03,110.1,70.64,79.1,101.72,103.24,1761000,2152000,118.074,-4.9,-9.4,27.1,38,-12.7,-9.4,-34.2,105.3,2.90E+11,6.00E+11,8.41E+11,83.15,148614,148614,23168000000,20494000000,104.16,101,99.88675,0.898345,3.444782609,3.509130435,2.080869565,10.26666667
30/11/1997,59204,536,26720,26198.903,97.244992,89.586571,95.273937,92.803681,101.437964,100.811729,103.930428,101.077017,5.9035,5.57,3.22E+12,1.75E+12,3.22E+12,77.98,75.26,101.16,65.55,70.06,110.66,70.56,79.1,99.37,100.92,1678000,1739000,113.881,-4.4,-9.3,32.2,41.8,-11.5,-9.2,-33.4,106.6,2.94E+11,6.04E+11,8.45E+11,81.33,144068,144068,21437000000,19789000000,105.04,101.76,100.6728,0.884354,3.465,3.5725,1.9975,10.23333333
31/12/1997,58986,534,35196,34509.603,97.301863,89.94725,95.271006,92.61272,101.652726,100.686147,103.987022,100.745845,6.0159,5.32,3.19E+12,1.75E+12,3.19E+12,78.02,75.13,101.17,65.59,70.17,110.6,70.65,78.9,101.36,103.11,1570000,2114000,117.473,-4.6,-9.6,26.4,39.6,-8,-9.9,-32.4,109.9,3.17E+11,6.30E+11,8.61E+11,82.21,150756,150756,22834000000,20728000000,105.16,101.81,100.78745,0.907098,3.466086957,3.55,1.77,10.2
31/01/1998,58571,515,25454,24957.593,97.145503,89.83098,95.261287,92.252885,100.961749,100.330798,103.80179,99.860817,6.122,5.11,3.27E+12,1.77E+12,3.27E+12,77.78,75.1,101.19,65.56,70.41,110.65,70.55,78.9,101.37,103.22,1712000,2065000,114.544,-7.1,-10,28.8,38.9,-13.1,-17.1,-36.5,108.4,3.05E+11,6.30E+11,8.74E+11,83.68,148783,148783,22996000000,21176000000,104.84,101.35,100.71939,0.927438,3.47,3.510909091,1.599090909,10.13333333
28/02/1998,58121,539,27680,27140.181,96.595847,89.610424,95.199073,92.07907,100.801847,100.40617,103.963671,99.799383,6.0893,5.03,3.28E+12,1.76E+12,3.28E+12,78.07,75.12,101.22,65.6,70.58,111.12,70.89,78.9,102.06,103.77,1654000,2175000,113.922,-6.5,-10.4,18.7,39.8,-13,-13.7,-34.7,109.1,3.01E+11,6.29E+11,8.72E+11,82.06,149897,149897,22979000000,21176000000,104.48,101.21,100.23138,0.92733,3.469,3.4995,1.5305,10.06666667
31/03/1998,57816,508,27672,27132.337,96.016964,89.196512,94.788105,91.896449,100.244157,99.948446,104.061602,99.510201,6.1957,4.95,3.27E+12,1.75E+12,3.27E+12,78.2,75.22,101.22,65.63,70.71,110.61,70.66,78.8,100.84,102.15,1834000,2012000,114.34,-4.9,-9.5,18.9,34.8,-15.2,-9.6,-30.9,111.2,3.04E+11,6.34E+11,8.82E+11,79.84,157331,157331,23044000000,21352000000,104.03,100.88,99.85154,0.933314,3.475454545,3.500454545,1.449545455,10
30/04/1998,57156,521,25479,24982.105,96.178407,89.469194,94.825648,92.355373,100.425453,99.854208,104.08109,99.860972,6.0178,4.96,3.30E+12,1.78E+12,3.30E+12,78.36,75.74,101.59,65.7,70.65,110.52,70.73,78.9,102.14,103.37,1771000,2004000,111.792,-5.9,-8.8,14.2,35,-14,-12.5,-30.5,109.5,3.08E+11,6.41E+11,8.98E+11,82.39,156739,156739,23466000000,21449000000,104.19,101.12,99.84872,0.927257,3.486363636,3.571818182,1.388181818,9.966666667
31/05/1998,56349,482,26690,26169.488,97.278767,90.746038,95.621529,93.639771,101.628917,100.444454,103.809562,100.986213,5.9828,5.01,3.27E+12,1.74E+12,3.27E+12,78.38,76.15,101.68,65.37,70.69,110.88,70.52,78.7,103.44,104.98,1804000,1822000,112.878,-5,-7.8,7.3,35.4,-13.3,-12.2,-27.3,110.5,3.07E+11,6.40E+11,8.90E+11,83.86,164928,164928,23037000000,21266000000,105.24,101.96,101.01668,0.907307,3.483809524,3.532380952,1.477619048,9.933333333
30/06/1998,55487,483,30110,29522.791,97.380925,90.600326,95.313911,93.591444,101.563706,100.255885,103.82584,101.028159,6.046,4.86,3.29E+12,1.78E+12,3.29E+12,78.44,76.48,101.7,65.29,70.72,110.92,70.38,78.5,102.75,104.22,1788000,2039000,111.308,-6.7,-8.3,6.2,32,-11.7,-16.5,-27,113.5,3.19E+11,6.51E+11,8.96E+11,82.08,156651,156651,22558000000,21160000000,105.41,101.96,100.97901,0.915891,3.479545455,3.495454545,1.364545455,9.9
31/07/1998,54577,448,31013,30408.181,97.135069,90.524988,95.45411,93.705849,101.01154,99.971518,103.414836,100.676679,5.9598,4.78,3.30E+12,1.75E+12,3.30E+12,78.18,76.03,101.71,65.38,70.72,110.64,70.71,78.5,103.35,105.33,1718000,2112000,109.741,-3.7,-7.1,5.6,31.2,-10.6,-7.6,-21.6,114.5,3.15E+11,6.42E+11,8.99E+11,83.34,158645,158645,22568000000,21183000000,104.97,101.48,100.98452,0.918969,3.473043478,3.498695652,1.281304348,9.866666667
31/08/1998,54255,491,29002,28436.399,97.760642,91.231023,95.787428,94.333174,101.81031,100.463557,103.563367,101.415567,5.91,4.52,3.28E+12,1.75E+12,3.28E+12,78.23,75.54,101.69,65.42,70.8,110.37,70.56,78.4,100.71,102.65,1407000,1862000,108.463,-3.5,-6.8,5.8,31.5,-9.8,-7.4,-20.3,113,3.04E+11,6.29E+11,8.79E+11,84.31,162264,162264,22892000000,21036000000,105.6,102.08,101.57721,0.91397,3.478095238,3.499047619,1.020952381,9.833333333
30/09/1998,53862,489,34382,33711.478,99.258342,93.78837,96.384445,95.445248,103.973539,101.031011,103.723755,102.41488,5.6048,4.2,3.33E+12,1.78E+12,3.33E+12,78.2,75.44,101.02,65.51,70.26,110.46,70.29,78.2,102.53,104.34,1646000,2079000,104.479,-2.4,-6.6,6,33.8,-13,-4.2,-19.5,111.6,3.13E+11,6.39E+11,8.81E+11,84.78,194645,194645,23102000000,20929000000,106.8,102.9,103.25912,0.869992,3.471363636,3.471818182,0.728181818,9.8
31/10/1998,52982,470,31936,31313.18,99.968436,94.801493,97.107582,96.109896,104.751744,101.654952,103.703027,102.816869,5.5569,4.17,3.36E+12,1.83E+12,3.36E+12,78.16,75.21,101.16,65.65,70.25,110.33,70.14,78.1,102.64,104.07,1862000,2015000,101.406,-1.8,-6.1,18.9,44.5,-16.2,-4.3,-18.1,109,3.10E+11,6.37E+11,8.91E+11,84.83,161006,161006,22350000000,21327000000,107.29,103.26,103.85616,0.83771,3.449090909,3.435454545,0.734545455,9.8
